1309,9759,3,"299034","5.180","0.000","0.000"
1310,2895,3,"243744","0.200","0.000","0.000"
1311,7642,3,"269247","0.990","0.000","0.000"
1312,817,3,"298959","1.117","0.000","0.000"
1313,11520,3,"299075","2.240","0.000","0.000"
1314,741,3,"299080","2.240","0.000","0.000"
1315,819,3,"298967","3.970","0.000","0.000"
1316,743,3,"299057","1.730","0.000","0.000"
1317,11173,3,"307967","1.790","0.000","0.000"
1318,8915,3,"242039","4.600","0.000","0.000"
1319,5112,3,"299096","3.520","0.000","0.000"
1320,4582,3,"299097","3.520","0.000","0.000"
1321,2881,3,"269166","1.200","0.000","0.000"
1322,6281,3,"289381","1.200","0.000","0.000"
1323,9912,3,"300527","8.620","0.000","0.000"
1324,9910,3,"299120","4.500","0.000","0.000"
1325,10958,3,"7891048038482","3.380","0.000","0.000"
1326,8154,16,"104292","1.453","0.000","0.000"
1327,7477,16,"104291","1.453","0.000","0.000"
1328,7709,16,"104333","1.453","0.000","0.000"
1329,7328,16,"104332","1.453","0.000","0.000"
1330,7329,16,"104290","1.453","0.000","0.000"
1331,11169,16,"107202","3.954","0.000","0.000"
1332,4882,16,"103730","9.440","0.000","0.000"
1333,4020,16,"105702","6.388","0.000","0.000"
1336,8224,18,"000000000012365023","3.724","0.000","0.000"
1337,483,19,"2103","6.530","0.000","0.000"
1338,9228,19,"4164","6.530","0.000","0.000"
1340,9018,19,"4467","9.840","0.000","0.000"
1341,11523,19,"4777","23.420","0.000","0.000"
1342,9081,19,"4441","7.490","0.000","0.000"
1343,9176,19,"4443","7.490","0.000","0.000"
1344,9177,19,"4444","7.490","0.000","0.000"
1345,11524,19,"5490","5.030","0.000","0.000"
1346,9352,19,"4779","6.990","0.000","0.000"
1347,9353,19,"4778","6.990","0.000","0.000"
1348,10018,19,"5259","6.440","0.000","0.000"
1349,1373,19,"2260","2.760","0.000","0.000"
1350,10018,19,"7891150068292","6.440","0.000","0.000"
1351,2926,19,"2170","1.710","0.000","0.000"
1352,2927,19,"2171","1.710","0.000","0.000"
1353,2899,19,"2146","9.340","0.000","0.000"
1354,2545,19,"3263","0.870","0.000","0.000"
1355,2920,19,"2265","3.840","0.000","0.000"
1356,482,19,"2102","6.370","0.000","0.000"
1357,8599,19,"4163","6.370","0.000","0.000"
1358,1072,14,"9252","58.868","12.000","0.000"
1359,3113,4,"000160002522","3.360","0.000","0.000"
1360,7995,4,"000160058056","6.190","0.000","0.000"
1361,3685,4,"000160002523","3.360","0.000","0.000"
1362,2195,4,"000160088654","5.860","0.000","0.000"
1363,3602,4,"000160001079","7.000","0.000","0.000"
1364,2922,4,"000160096190","2.750","0.000","0.000"
1365,3709,4,"000966000777","1.640","0.000","0.000"
1366,8617,4,"001007006580","4.030","0.000","0.000"
1369,9459,4,"001666010021","8.790","0.000","0.000"
1370,10134,4,"001666014791","5.600","0.000","0.000"
1374,2900,4,"001084000307","59.350","12.000","0.000"
1375,2530,4,"002740040108","70.600","12.000","0.000"
1376,9975,4,"002263179415","61.500","8.000","0.000"
1377,8359,4,"002263076859","70.290","16.000","0.000"
1378,10891,4,"002263089651","75.890","16.000","0.000"
1379,1619,4,"002263000513","39.500","8.000","0.000"
1380,2963,4,"002263000520","39.500","8.000","0.000"
1381,3776,20,"0001020","61.780","20.000","0.000"
1382,9541,20,"0001063","58.500","20.000","0.000"
1383,10729,20,"0001070","77.800","30.000","0.000"
1384,898,20,"0001109","119.340","20.000","0.000"
1385,899,20,"0001110","119.340","20.000","0.000"
1386,893,20,"0001112","119.340","20.000","0.000"
1387,4033,20,"0001115","112.690","10.000","0.000"
1388,9966,20,"0001154","107.160","20.000","0.000"
1389,925,20,"0001174","121.820","20.000","0.000"
1390,894,20,"0001191","119.342","20.000","0.000"
1391,929,20,"0001202","105.090","20.000","0.000"
1392,11526,20,"0001739","39.880","4.000","0.000"
1393,3538,20,"0002001","7.440","0.000","0.000"
1394,11527,20,"0004853","42.070","24.000","0.000"
1395,11528,20,"0004856","42.070","24.000","0.000"
1397,11530,20,"0006188","74.790","50.000","0.000"
1399,11278,20,"0006191","74.790","50.000","0.000"
1400,3838,20,"0006197","93.940","40.000","0.000"
1401,11123,20,"0006198","93.940","40.000","0.000"
1402,2611,20,"0006330","57.400","24.000","0.000"
1403,11123,20,"7891091061987","2.350","0.000","0.000"
1404,11278,20,"7891091061918","1.500","0.000","0.000"
1405,58,13,"300004357","1.620","0.000","0.000"
1406,10320,13,"300047782","1.840","0.000","0.000"
1407,10323,13,"300047615","1.840","0.000","0.000"
1408,9255,13,"300044729","3.400","0.000","0.000"
1409,11270,13,"300047106","3.660","0.000","0.000"
1410,9340,13,"300044696","2.270","0.000","0.000"
1411,10023,13,"300047092","6.720","0.000","0.000"
1412,11532,13,"300052955","3.040","0.000","0.000"
1413,10023,13,"7892840816339","6.720","0.000","0.000"
1414,11270,13,"7892840816346","3.660","0.000","0.000"
1415,1015,21,"000000000075054","41.920","30.000","0.000"
1418,11533,21,"000000000075295","95.880","36.000","0.000"
1421,808,22,"86","39.000","10.000","0.000"
1422,7253,22,"54","112.000","20.000","0.000"
1423,768,22,"40","66.000","10.000","0.000"
1424,773,22,"57","73.000","10.000","0.000"
1426,10982,22,"10728","69.990","20.000","0.000"
1427,3819,22,"94","25.500","30.000","0.000"
1428,10982,22,"7898272919686","3.500","0.000","0.000"
1429,1315,23,"102","17.810","12.000","0.000"
1430,4022,23,"105","49.240","12.000","0.000"
1431,1272,23,"162","13.530","12.000","0.000"
1432,2935,23,"169","37.060","12.000","0.000"
1433,2915,23,"192","9.790","12.000","0.000"
1434,1254,23,"444","28.400","12.000","0.000"
1435,4021,23,"47","21.870","12.000","0.000"
1436,8695,23,"694","26.610","12.000","0.000"
1437,8847,23,"784","76.550","72.000","0.000"
1438,9471,23,"785","76.550","72.000","0.000"
1439,8973,23,"786","76.550","72.000","0.000"
1440,8848,23,"787","76.550","72.000","0.000"
1441,8845,23,"788","76.550","72.000","0.000"
1442,8974,23,"789","76.550","72.000","0.000"
1443,8846,23,"790","76.550","72.000","0.000"
1444,8906,23,"793","76.550","72.000","0.000"
1445,9470,23,"794","76.550","72.000","0.000"
1446,9782,23,"834","74.320","24.000","0.000"
1447,9385,23,"839","47.010","12.000","0.000"
1448,9384,23,"841","47.010","12.000","0.000"
1449,10143,23,"863","59.600","24.000","0.000"
1450,1260,23,"96","27.730","12.000","0.000"
1451,4525,23,"99","33.980","12.000","0.000"
1452,4973,23,"23","85.400","24.000","0.000"
1453,5436,23,"32","66.950","24.000","0.000"
1454,1747,23,"33","66.950","24.000","0.000"
1455,1748,23,"34","85.400","24.000","0.000"
1456,10143,23,"7896013108634","2.480","0.000","0.000"
1457,10134,4,"7896001210097","5.600","0.000","0.000"
1458,10891,4,"7898962794258","4.740","0.000","0.000"
1459,11535,19,"4724","96.900","17.000","0.000"
1460,11536,19,"1547","13.110","15.000","0.000"
1461,8544,19,"4258","72.870","17.000","0.000"
1462,8692,19,"2042","72.870","17.000","0.000"
1463,8452,19,"2044","72.870","17.000","0.000"
1464,8451,19,"3961","72.870","17.000","0.000"
1465,8450,19,"2045","72.870","17.000","0.000"
1466,8543,19,"3958","72.870","17.000","0.000"
1467,8710,19,"4211","9.330","0.000","0.000"
1468,6629,19,"31","3.350","0.000","0.000"
1469,9448,19,"3967","13.110","15.000","0.000"
1470,4757,19,"1555","13.110","15.000","0.000"
1471,4754,19,"1542","13.110","15.000","0.000"
1472,4442,19,"1543","13.110","15.000","0.000"
1473,5001,19,"1541","13.110","15.000","0.000"
1474,7421,19,"1893","31.590","18.000","0.000"
1475,4723,19,"1038","26.990","21.000","0.000"
1476,11537,19,"1042","26.990","21.000","0.000"
1477,3158,19,"1037","26.990","21.000","0.000"
1478,9813,19,"4127","17.280","21.000","0.000"
1480,8833,19,"4118","17.280","21.000","0.000"
1481,1230,19,"199","4.120","0.000","0.000"
1482,11430,19,"5832","1.590","0.000","0.000"
1483,10237,19,"5545","1.590","0.000","0.000"
1486,11539,19,"1544","13.110","15.000","0.000"
1487,7353,19,"2927","13.110","15.000","0.000"
1488,4445,19,"1554","13.110","15.000","0.000"
1489,11430,19,"7622210592668","1.590","0.000","0.000"
1490,3050,23,"133","28.560","12.000","0.000"
1491,6392,23,"134","27.100","6.000","0.000"
1492,575,23,"234","33.310","12.000","0.000"
1493,3974,23,"237","17.300","6.000","0.000"
1494,3367,23,"258","31.620","6.000","0.000"
1495,4042,23,"260","28.560","12.000","0.000"
1496,4043,23,"263","28.560","12.000","0.000"
1497,2020,23,"285","38.390","12.000","0.000"
1498,3034,23,"287","34.700","12.000","0.000"
1499,4480,23,"288","34.700","12.000","0.000"
1500,4124,23,"312","25.830","12.000","0.000"
1501,4481,23,"331","34.700","12.000","0.000"
1502,4479,23,"336","34.700","12.000","0.000"
1503,3038,23,"337","34.700","12.000","0.000"
1504,469,23,"358","25.830","12.000","0.000"
1505,464,23,"359","39.210","6.000","0.000"
1506,3052,23,"38","26.970","12.000","0.000"
1507,3368,23,"42","25.620","6.000","0.000"
1508,356,23,"448","47.570","12.000","0.000"
1509,4082,23,"458","34.140","12.000","0.000"
1510,5336,23,"459","34.140","12.000","0.000"
1511,3366,23,"484","27.100","6.000","0.000"
1512,569,23,"485","27.100","6.000","0.000"
1513,4081,23,"557","34.140","12.000","0.000"
1514,4085,23,"558","34.140","12.000","0.000"
1515,570,23,"561","14.200","6.000","0.000"
1516,6201,23,"581","67.470","12.000","0.000"
1517,4029,23,"586","89.940","12.000","0.000"
1518,2979,23,"587","82.080","12.000","0.000"
1519,2982,23,"588","80.940","4.000","0.000"
1520,3903,23,"592","33.010","24.000","0.000"
1521,3905,23,"593","33.010","24.000","0.000"
1522,3904,23,"594","33.010","24.000","0.000"
1523,3020,23,"595","33.010","24.000","0.000"
1524,3022,23,"598","33.010","24.000","0.000"
1525,2023,23,"60","34.480","12.000","0.000"
1526,7482,23,"62","52.050","12.000","0.000"
1527,465,23,"631","25.830","12.000","0.000"
1528,8783,23,"679","80.940","4.000","0.000"
1535,8516,23,"736","47.780","60.000","0.000"
1536,8515,23,"739","99.880","40.000","0.000"
1537,9632,23,"748","89.940","12.000","0.000"
1538,8872,23,"761","25.830","12.000","0.000"
1539,8873,23,"763","39.210","6.000","0.000"
1540,461,23,"808","39.210","6.000","0.000"
1541,8871,23,"811","80.940","4.000","0.000"
1542,9212,23,"820","25.830","12.000","0.000"
1543,9634,23,"833","103.530","50.000","0.000"
1544,2022,23,"86","16.950","12.000","0.000"
1545,10260,23,"866","80.940","4.000","0.000"
1546,11085,23,"888","54.570","12.000","0.000"
1547,11083,23,"890","59.810","12.000","0.000"
1548,11082,23,"891","59.810","12.000","0.000"
1549,10260,23,"7896013108665","20.240","0.000","0.000"
1550,3856,24,"2846","12.351","0.000","0.000"
1551,5271,24,"1035","10.400","0.000","0.000"
1552,7263,17,"21","5.290","0.000","0.000"
1553,235,17,"12119803","2.690","0.000","0.000"
1554,9791,4,"000019090297","61.500","50.000","0.000"
1555,680,4,"000019090130","61.500","50.000","0.000"
1557,11540,4,"000007112098","164.230","84.000","0.000"
1558,682,4,"000019090060","61.500","50.000","0.000"
1559,10167,4,"78940741","5.720","0.000","0.000"
1560,10639,4,"78940734","5.720","0.000","0.000"
1565,11541,25,"7909690175988","23.400","0.000","0.000"
1566,11542,25,"7909690176008","23.400","0.000","0.000"
1567,11543,25,"7909690176015","23.400","0.000","0.000"
1568,11544,25,"7909690176046","23.400","0.000","0.000"
1569,11545,25,"7909690206934","23.400","0.000","0.000"
1570,11546,25,"7909690206941","23.400","0.000","0.000"
1571,11547,25,"7909690206958","23.400","0.000","0.000"
1572,11548,25,"7909690173380","23.400","0.000","0.000"
1573,11549,25,"7909690173397","23.400","0.000","0.000"
1574,11550,25,"7909690174189","23.400","0.000","0.000"
1575,11551,25,"7893249262116","20.570","0.000","0.000"
1576,11552,25,"7893249262123","20.570","0.000","0.000"
1577,11553,25,"7909690251804","14.530","0.000","0.000"
1578,11554,25,"7909690251811","14.530","0.000","0.000"
1579,11555,25,"7909690251835","14.530","0.000","0.000"
1580,11556,25,"7909690251705","14.530","0.000","0.000"
1581,11557,25,"7890557699498","19.800","0.000","0.000"
1582,10577,25,"7890557699504","19.800","0.000","0.000"
1583,11558,25,"7890557699511","19.800","0.000","0.000"
1584,11559,25,"7891109789780","45.760","6.000","0.000"
1585,11560,25,"7891109789797","45.760","6.000","0.000"
1586,11561,25,"7891109789803","54.330","6.000","0.000"
1587,11562,25,"7891109789841","54.330","6.000","0.000"
1588,11563,25,"7891109789858","54.330","6.000","0.000"
1589,11564,25,"7891224729968","45.760","6.000","0.000"
1590,11565,25,"7891224729975","45.760","6.000","0.000"
1591,11566,25,"7891224729982","45.760","6.000","0.000"
1592,11567,25,"7895265025652","54.330","6.000","0.000"
1593,11568,25,"7895265025669","54.330","6.000","0.000"
1594,11569,25,"7895265025676","54.330","6.000","0.000"
1595,11570,25,"7895265025683","54.330","6.000","0.000"
1596,11571,25,"7895265025690","54.330","6.000","0.000"
1597,11572,25,"7895265025706","54.330","6.000","0.000"
1598,11573,25,"7890541817938","54.330","6.000","0.000"
1599,11574,25,"7891109789605","54.330","6.000","0.000"
1600,11575,25,"7891109789612","54.330","6.000","0.000"
1601,11576,25,"7891109789629","54.330","6.000","0.000"
1602,11577,25,"7891109789636","54.330","6.000","0.000"
1603,11578,25,"7909690228790","54.330","6.000","0.000"
1604,11579,25,"7909690228806","54.330","6.000","0.000"
1605,11580,25,"7909690228714","54.330","6.000","0.000"
1606,11581,25,"7909690228721","54.330","6.000","0.000"
1607,11582,25,"7909690229179","54.330","6.000","0.000"
1608,11583,25,"7909690229186","54.330","6.000","0.000"
1609,11584,25,"7891109603949","45.760","6.000","0.000"
1610,11585,25,"7891109603956","45.760","6.000","0.000"
1611,11586,25,"7891109603963","45.760","6.000","0.000"
1612,11587,25,"7891109603970","45.760","6.000","0.000"
1613,11588,25,"7891109603987","54.330","6.000","0.000"
1614,11589,25,"7891109603994","54.330","6.000","0.000"
1615,11590,25,"7891109604007","54.330","6.000","0.000"
1616,11591,25,"7891109604014","54.330","6.000","0.000"
1617,11592,25,"7891109604021","54.330","6.000","0.000"
1618,11593,25,"7891109604038","54.330","6.000","0.000"
1619,11594,25,"7891109910146","54.330","6.000","0.000"
1620,11595,25,"7909690228875","54.330","6.000","0.000"
1621,11596,25,"7909690228882","54.330","6.000","0.000"
1622,11597,25,"7909690259367","11.160","0.000","0.000"
1623,11598,25,"7909690259381","11.160","0.000","0.000"
1624,11599,25,"7909690267980","11.160","0.000","0.000"
1625,11600,25,"7909690267997","11.160","0.000","0.000"
1626,11601,25,"7909690267935","11.160","0.000","0.000"
1627,11602,25,"7909690267959","11.160","0.000","0.000"
1628,11603,25,"7909690267898","11.160","0.000","0.000"
1629,11604,25,"7909690267904","11.160","0.000","0.000"
1630,11605,25,"7893249888224","18.610","0.000","0.000"
1631,11606,25,"7909690409663","18.410","0.000","0.000"
1632,11061,25,"7909690409670","18.410","0.000","0.000"
1633,11607,25,"7909690409687","18.410","0.000","0.000"
1634,10895,25,"7893249582627","21.070","0.000","0.000"
1635,10422,25,"7893249711508","16.190","0.000","0.000"
1636,9891,25,"7893249711645","16.190","0.000","0.000"
1637,11608,25,"7909690466932","16.990","0.000","0.000"
1638,11609,25,"7909690467014","16.990","0.000","0.000"
1639,11610,25,"7909690467038","16.990","0.000","0.000"
1640,11611,25,"7909690467045","16.990","0.000","0.000"
1641,11612,25,"7909690466826","16.990","0.000","0.000"
1642,11613,25,"7909690466840","16.990","0.000","0.000"
1643,9898,25,"7893249660080","21.220","0.000","0.000"
1644,11614,25,"7909690513384","23.120","0.000","0.000"
1645,11615,25,"7909690513438","23.120","0.000","0.000"
1646,11616,25,"7909690369035","18.410","0.000","0.000"
1647,11617,25,"7909690369059","18.410","0.000","0.000"
1648,11618,25,"7909690368984","18.410","0.000","0.000"
1649,11619,25,"7909690368991","18.410","0.000","0.000"
1650,11620,25,"7893249245324","15.790","0.000","0.000"
1651,11621,25,"7893249665931","16.950","0.000","0.000"
1652,11622,25,"7893249665948","16.950","0.000","0.000"
1653,11623,25,"7893249665955","16.950","0.000","0.000"
1654,11624,25,"7909690333487","25.630","0.000","0.000"
1655,11625,25,"7909690333494","25.630","0.000","0.000"
1656,11626,25,"7909690333517","25.630","0.000","0.000"
1657,11627,25,"7909690333425","25.630","0.000","0.000"
1658,11628,25,"7909690333432","25.630","0.000","0.000"
1659,11629,25,"7909690333449","25.630","0.000","0.000"
1660,11630,25,"7909690333456","25.630","0.000","0.000"
1661,658,26,"000000000012035028","2.440","12.000","0.000"
1662,955,26,"000000000012016004","10.680","0.000","0.000"
1667,10577,25,"7893249381558","19.800","0.000","0.000"
1681,9795,11,"9351","7.290","0.000","0.000"
1682,9794,11,"9352","7.290","0.000","0.000"
1683,11092,11,"9936","16.390","0.000","0.000"
1684,11091,11,"9935","16.390","0.000","0.000"
1687,9649,11,"2155","6.490","0.000","0.000"
1688,9648,11,"2154","6.490","0.000","0.000"
1689,9844,11,"2234","6.490","0.000","0.000"
1690,9694,11,"9341","3.590","0.000","0.000"
1691,10026,11,"9340","3.590","0.000","0.000"
1692,9695,11,"9342","3.590","0.000","0.000"
1693,9613,11,"9343","3.590","0.000","0.000"
1694,9258,11,"2129","7.180","0.000","0.000"
1695,11091,11,"7892840817756","16.390","0.000","0.000"
1696,11092,11,"7892840818289","16.390","0.000","0.000"
1697,10325,27,"0023064","61.080","12.000","0.000"
1698,3464,28,"8350","5.760","0.000","0.000"
1699,10159,28,"502812","3.320","0.000","0.000"
1700,5151,28,"4855","7.500","0.000","0.000"
1701,6242,28,"47860","8.170","0.000","0.000"
